,County,County Code,State,Year,Deaths,Population
1355,MIDDLESEX,25017,MA,2005,20,1448122
1356,MIDDLESEX,25017,MA,2005,18,1448122
1357,NORFOLK,25021,MA,2005,61,655058
1358,NORFOLK,25021,MA,2005,11,655058
1359,PLYMOUTH,25023,MA,2005,45,480796
1360,SUFFOLK,25025,MA,2005,85,677117
1361,WORCESTER,25027,MA,2005,62,781499
1362,WORCESTER,25027,MA,2005,13,781499
1363,BERRIE,26021,MI,2005,15,159099
1364,CALH,26025,MI,2005,14,136149
1365,GENESEE,26049,MI,2005,14,434996
1366,INGHAM,26065,MI,2005,19,272922
1367,JACKS,26075,MI,2005,12,161088
1368,KALAMAZ,26077,MI,2005,19,242884
1369,KE,26081,MI,2005,39,570510
1370,MACOMB,26099,MI,2005,90,820046
1371,MACOMB,26099,MI,2005,15,820046
1372,MACOMB,26099,MI,2005,20,820046
1373,MONROE,26115,MI,2005,16,152638
1374,MUSKEG,26121,MI,2005,14,168563
1375,OAKLAND,26125,MI,2005,25,1173657
1376,OAKLAND,26125,MI,2005,12,1173657
1377,OAKLAND,26125,MI,2005,39,1173657
1378,SAGINAW,26145,MI,2005,12,206117
1379,ST. CLAIR,26147,MI,2005,15,163843
1380,WASHTENAW,26161,MI,2005,14,329963
1381,WAYNE,26163,MI,2005,209,1848888
1382,WAYNE,26163,MI,2005,26,1848888
1383,WAYNE,26163,MI,2005,16,1848888
1384,ANOKA,27003,MN,2005,14,316541
1385,HENNEPI,27053,MN,2005,58,1091411
1386,HENNEPI,27053,MN,2005,20,1091411
1387,RAMSE,27123,MN,2005,40,485614
1388,HANCOCK,28045,MS,2005,14,42355
1389,HARRIS,28047,MS,2005,32,177053
1390,JACKS,28059,MS,2005,30,137088
1391,PEARL RIVER,28109,MS,2005,14,55454
1392,BOONE,29019,MO,2005,11,153892
1393,CLA,29047,MO,2005,11,207467
1394,GREENE,29077,MO,2005,59,265979
1395,JACKS,29095,MO,2005,56,654483
1396,JACKS,29095,MO,2005,14,654483
1397,JEFFERS,29099,MO,2005,16,215334
1398,ST. CHARLES,29183,MO,2005,25,336213
1399,ST. FRANCOIS,29187,MO,2005,19,64711
1400,ST. LOUIS,29189,MO,2005,69,1002604
1401,ST. LOUIS,29189,MO,2005,15,1002604
1402,ST. LOUIS CI,29510,MO,2005,37,332275
1403,MISSOULA,30063,MT,2005,12,102656
1404,DOUGLAS,31055,NE,2005,15,488193
1405,DOUGLAS,31055,NE,2005,12,488193
1406,CLARK,32003,NV,2005,276,1745766
1407,CLARK,32003,NV,2005,60,1745766
1408,NYE,32023,NV,2005,10,42781
1409,WASHOE,32031,NV,2005,37,389874
1410,WASHOE,32031,NV,2005,22,389874
1411,WASHOE,32031,NV,2005,10,389874
1412,GRAF,33009,NH,2005,10,88927
1413,HILLSBOROUGH,33011,NH,2005,29,391578
1414,MERRIMACK,33013,NH,2005,17,143228
1415,ROCKINGHAM,33015,NH,2005,18,285757
1416,STRAFFORD,33017,NH,2005,14,118628
1417,ATLANTI,34001,NJ,2005,35,283112
1418,BERGE,34003,NJ,2005,33,890083
1419,BURLING,34005,NJ,2005,30,453915
1420,CAMDE,34007,NJ,2005,66,517896
1421,CAMDE,34007,NJ,2005,14,517896
1422,CAPE MA,34009,NJ,2005,16,100134
1423,CUMBERLAND,34011,NJ,2005,13,161958
1424,ESSEX,34013,NJ,2005,136,773034
1425,GLOUCESTER,34015,NJ,2005,31,287669
1426,HUDS,34017,NJ,2005,53,616702
1427,MERCER,34021,NJ,2005,16,367121
1428,MIDDLESEX,34023,NJ,2005,54,802616
1429,MONMOUTH,34025,NJ,2005,38,635920
1430,MORRIS,34027,NJ,2005,24,494641
1431,OCEA,34029,NJ,2005,31,560412
1432,PASSAI,34031,NJ,2005,59,502602
1433,SALEM,34033,NJ,2005,12,68513
1434,SOMERSE,34035,NJ,2005,17,321420
1435,UNI,34039,NJ,2005,22,525138
1436,BERNALILL,35001,NM,2005,147,660761
1437,BERNALILL,35001,NM,2005,17,660761
1438,CHAVES,35005,NM,2005,13,66569
1439,DONA ANA,35013,NM,2005,18,208445
1440,EDD,35015,NM,2005,11,51036
1441,MCKINLE,35031,NM,2005,11,71768
1442,RIO ARRIBA,35039,NM,2005,16,41343
1443,SANTA FE,35049,NM,2005,18,141908
1444,VALENCIA,35061,NM,2005,10,77394
1445,BRONX,36005,NY,2005,135,1364382
1446,KINGS,36047,NY,2005,203,2494292
1447,KINGS,36047,NY,2005,10,2494292
1448,NASSA,36059,NY,2005,16,1334910
1449,NEW YORK,36061,NY,2005,165,1584796
1450,NEW YORK,36061,NY,2005,30,1584796
1451,QUEENS,36081,NY,2005,136,2223761
1452,QUEENS,36081,NY,2005,17,2223761
1453,RICHMOND,36085,NY,2005,47,465504
1454,SUFFOLK,36103,NY,2005,14,1510613
1455,ALAMANCE,37001,NC,2005,11,140725
1456,BRUNSWICK,37019,NC,2005,17,88092
1457,BUNCOMBE,37021,NC,2005,35,225584
1458,BURKE,37023,NC,2005,14,90340
1459,CABARRUS,37025,NC,2005,28,155339
1460,CALDWELL,37027,NC,2005,10,83052
1461,CARTERE,37031,NC,2005,11,65576
1462,CATAWBA,37035,NC,2005,12,151413
1463,CLEVELAND,37045,NC,2005,10,97602
1464,COLUMBUS,37047,NC,2005,11,59445
1465,CRAVE,37049,NC,2005,10,106453
1466,CUMBERLAND,37051,NC,2005,25,327065
1467,DAVIDS,37057,NC,2005,24,160183
1468,DURHAM,37063,NC,2005,11,242176
1469,FORSYTH,37067,NC,2005,15,333442
1470,GAS,37071,NC,2005,35,193476
1471,GUILFORD,37081,NC,2005,36,461092
1472,HENDERS,37089,NC,2005,12,99199
1473,IREDELL,37097,NC,2005,13,146372
1474,MECKLENBURG,37119,NC,2005,50,814978
1475,MECKLENBURG,37119,NC,2005,14,814978
1476,NEW HANOVER,37129,NC,2005,36,183625
1477,ONSLOW,37133,NC,2005,12,180125
1478,RANDOLPH,37151,NC,2005,10,140873
1479,ROCKINGHAM,37157,NC,2005,13,95301
1480,ROWA,37159,NC,2005,21,135173
1481,RUTHERFORD,37161,NC,2005,11,68138
1482,SURR,37171,NC,2005,12,74839
1483,UNI,37179,NC,2005,12,178677
1484,VANCE,37181,NC,2005,10,45794
1485,WAKE,37183,NC,2005,44,787482
1486,WAKE,37183,NC,2005,15,787482
1487,WILKES,37193,NC,2005,16,69474
1488,BUTLER,39017,OH,2005,30,358857
1489,CLARK,39023,OH,2005,15,140708
1490,CLERM,39025,OH,2005,22,192967
1491,CUYAHOGA,39035,OH,2005,116,1295817
1492,CUYAHOGA,39035,OH,2005,24,1295817
1493,FRANKLI,39049,OH,2005,102,1071373
1494,FRANKLI,39049,OH,2005,19,1071373
1495,GREENE,39057,OH,2005,20,159076
1496,HAMIL,39061,OH,2005,86,789416
1497,HAMIL,39061,OH,2005,17,789416
1498,JEFFERS,39081,OH,2005,12,71870
1499,LAKE,39085,OH,2005,19,229514
1500,LORAI,39093,OH,2005,14,295408
1501,LUCAS,39095,OH,2005,48,447270
1502,LUCAS,39095,OH,2005,11,447270
1503,MAHONING,39099,OH,2005,30,243955
1504,MIAMI,39109,OH,2005,11,99901
1505,MONTGOMER,39113,OH,2005,113,537500
1506,MONTGOMER,39113,OH,2005,18,537500
1507,RICHLAND,39139,OH,2005,13,125586
1508,ROSS,39141,OH,2005,14,78276
1509,SCI,39145,OH,2005,17,82278
1510,STARK,39151,OH,2005,16,377974
1511,SUMMI,39153,OH,2005,50,541143
1512,TRUMBULL,39155,OH,2005,28,217214
1513,WARRE,39165,OH,2005,22,201185
1514,CLEVELAND,40027,OK,2005,15,244056
1515,OKLAHOMA,40109,OK,2005,63,678510
1516,OKLAHOMA,40109,OK,2005,10,678510
1517,TULSA,40143,OK,2005,92,575212
1518,TULSA,40143,OK,2005,17,575212
1519,TULSA,40143,OK,2005,14,575212
1520,WAGONER,40145,OK,2005,11,69145
1521,CLACKAMAS,41005,OR,2005,23,347508
1522,JACKS,41029,OR,2005,21,191942
1523,LANE,41039,OR,2005,20,330811
1524,LANE,41039,OR,2005,11,330811
1525,LI,41043,OR,2005,10,109725
1526,MARI,41047,OR,2005,11,293236
1527,MULTNOMAH,41051,OR,2005,75,690638
1528,MULTNOMAH,41051,OR,2005,21,690638
1529,MULTNOMAH,41051,OR,2005,12,690638
1530,WASHING,41067,OR,2005,21,489367
1531,WASHING,41067,OR,2005,12,489367
1532,ALLEGHE,42003,PA,2005,188,1235848
1533,ALLEGHE,42003,PA,2005,19,1235848
1534,BEAVER,42007,PA,2005,14,175183
1535,BERKS,42011,PA,2005,27,407286
1536,BLAIR,42013,PA,2005,21,130543
1537,BUCKS,42017,PA,2005,57,623560
1538,BUCKS,42017,PA,2005,13,623560
1539,BUTLER,42019,PA,2005,10,181853
1540,CAMBRIA,42021,PA,2005,25,151525
1541,CARB,42025,PA,2005,10,66040
1542,CHESTER,42029,PA,2005,28,487237
1543,CLEARFIELD,42033,PA,2005,11,83286
1544,DAUPHI,42043,PA,2005,16,262582
1545,DELAWARE,42045,PA,2005,69,555571
1546,DELAWARE,42045,PA,2005,12,555571
1547,ERIE,42049,PA,2005,31,288769
1548,FAYETTE,42051,PA,2005,16,140479
1549,LACKAWANNA,42069,PA,2005,21,217812
1550,LANCASTER,42071,PA,2005,38,506666
1551,LEHIGH,42077,PA,2005,22,339515
1552,LEHIGH,42077,PA,2005,11,339515
1553,LUZERNE,42079,PA,2005,46,324109
1554,MERCER,42085,PA,2005,20,120836
1555,MONROE,42089,PA,2005,18,169967
1556,MONTGOMER,42091,PA,2005,63,785456
1557,NORTHAMP,42095,PA,2005,17,293172
1558,PHILADELPHIA,42101,PA,2005,356,1501049
1559,PHILADELPHIA,42101,PA,2005,20,1501049
1560,PHILADELPHIA,42101,PA,2005,15,1501049
1561,SCHUYLKILL,42107,PA,2005,16,152637
1562,WASHING,42125,PA,2005,17,208757
1563,WESTMORELAND,42129,PA,2005,38,375750
1564,YORK,42133,PA,2005,33,426808
1565,KE,44003,RI,2005,21,166861
1566,PROVIDENCE,44007,RI,2005,19,623567
1567,PROVIDENCE,44007,RI,2005,70,623567
1568,AIKE,45003,SC,2005,13,154929
1569,ANDERS,45007,SC,2005,19,177486
1570,BERKELE,45015,SC,2005,13,153203
1571,CHARLES,45019,SC,2005,24,314557
1572,GREENVILLE,45045,SC,2005,47,411500
1573,GREENVILLE,45045,SC,2005,16,411500
1574,HORR,45051,SC,2005,28,217129
1575,LAURENS,45059,SC,2005,13,65902
1576,LEXING,45063,SC,2005,15,241908
1577,OCONEE,45073,SC,2005,11,71109
1578,PICKENS,45077,SC,2005,17,114817
1579,RICHLAND,45079,SC,2005,24,367206
1580,SPARTANBURG,45083,SC,2005,44,264200
1581,YORK,45091,SC,2005,23,193454
1582,ANDERS,47001,TN,2005,13,74078
1583,BL,47009,TN,2005,16,117121
1584,DAVIDS,47037,TN,2005,76,588643
1585,DAVIDS,47037,TN,2005,12,588643
1586,HAMIL,47065,TN,2005,27,321612
1587,JEFFERS,47089,TN,2005,13,50093
1588,KNOX,47093,TN,2005,61,412633
1589,KNOX,47093,TN,2005,24,412633
1590,MONTGOMER,47125,TN,2005,14,154485
1591,ROANE,47145,TN,2005,14,54578
1592,RUTHERFORD,47149,TN,2005,14,220829
1593,SEVIER,47155,TN,2005,15,85103
1594,SHELB,47157,TN,2005,79,931679
1595,SHELB,47157,TN,2005,14,931679
1596,SULLIVA,47163,TN,2005,14,156125
1597,SUMNER,47165,TN,2005,14,143448
1598,WASHING,47179,TN,2005,10,120188
1599,WILS,47189,TN,2005,13,96746
1600,BELL,48027,TX,2005,10,286053
1601,BEXAR,48029,TX,2005,140,1554846
1602,BEXAR,48029,TX,2005,26,1554846
1603,BRAZORIA,48039,TX,2005,31,275525
1604,CAMER,48061,TX,2005,19,401799
1605,COLLI,48085,TX,2005,32,648628
1606,DALLAS,48113,TX,2005,169,2209114
1607,DALLAS,48113,TX,2005,32,2209114
1608,DALLAS,48113,TX,2005,27,2209114
1609,DE,48121,TX,2005,32,537979
1610,ECTOR,48135,TX,2005,12,122978
1611,EL PAS,48141,TX,2005,40,797483
1612,FORT BEND,48157,TX,2005,13,449999
1613,GALVES,48167,TX,2005,44,259408
1614,GREGG,48183,TX,2005,13,121686
1615,HARDI,48199,TX,2005,10,52984
1616,HARRIS,48201,TX,2005,290,3722556
1617,HARRIS,48201,TX,2005,40,3722556
1618,JEFFERS,48245,TX,2005,25,249412
1619,LUBBOCK,48303,TX,2005,22,261952
1620,MCLENNA,48309,TX,2005,10,223804
1621,MIDLAND,48329,TX,2005,11,116202
1622,MONTGOMER,48339,TX,2005,41,369331
1623,NUECES,48355,TX,2005,26,327607
1624,NUECES,48355,TX,2005,11,327607
1625,ORANGE,48361,TX,2005,19,80590
1626,TARRA,48439,TX,2005,91,1642661
1627,TARRA,48439,TX,2005,18,1642661
1628,TAYLOR,48441,TX,2005,11,128735
1629,TRAVIS,48453,TX,2005,61,900449
1630,TRAVIS,48453,TX,2005,23,900449
1631,WEBB,48479,TX,2005,13,238713
1632,WICHITA,48485,TX,2005,15,131318
1633,WILLIAMS,48491,TX,2005,14,334076
1634,DAVIS,49011,UT,2005,22,277542
1635,SALT LAKE,49035,UT,2005,42,959141
1636,SALT LAKE,49035,UT,2005,23,959141
1637,SALT LAKE,49035,UT,2005,135,959141
1638,UTAH,49049,UT,2005,13,452214
1639,UTAH,49049,UT,2005,57,452214
1640,WASHING,49053,UT,2005,12,115838
1641,WEBER,49057,UT,2005,27,215434
1642,BUCHANA,51027,VA,2005,10,26296
1643,CHESTERFIELD,51041,VA,2005,13,297230
1644,FAIRFAX,51059,VA,2005,25,1062411
1645,FAIRFAX,51059,VA,2005,15,1062411
1646,HENRI,51087,VA,2005,21,295529
1647,MONTGOMER,51121,VA,2005,10,91684
1648,PRINCE WILLIAM,51153,VA,2005,16,374497
1649,PULASKI,51155,VA,2005,14,35332
1650,RUSSELL,51167,VA,2005,10,30297
1651,TAZEWELL,51185,VA,2005,12,48168
1652,WISE,51195,VA,2005,10,44134
1653,CHESAPEAKE CI,51550,VA,2005,13,211153
1654,NORFOLK CI,51710,VA,2005,20,243830
1655,RICHMOND CI,51760,VA,2005,27,187681
1656,ROANOKE CI,51770,VA,2005,10,95037
1657,VIRGINIA BEACH CI,51810,VA,2005,31,434821
1658,BE,53005,WA,2005,13,160645
1659,CLALLAM,53009,WA,2005,10,67436
1660,CLARK,53011,WA,2005,30,388401
1661,CLARK,53011,WA,2005,10,388401
1662,COWLITZ,53015,WA,2005,24,96472
1663,GRA,53025,WA,2005,13,84818
1664,KING,53033,WA,2005,189,1748637
1665,KING,53033,WA,2005,37,1748637
1666,KITSAP,53035,WA,2005,16,238215
1667,LEWIS,53041,WA,2005,13,72215
1668,PIERCE,53053,WA,2005,69,727343
1669,PIERCE,53053,WA,2005,16,727343
1670,SKAGI,53057,WA,2005,15,108270
1671,SNOHOMISH,53061,WA,2005,84,644163
1672,SNOHOMISH,53061,WA,2005,10,644163
1673,SPOKANE,53063,WA,2005,74,439405
1674,SPOKANE,53063,WA,2005,17,439405
1675,THURS,53067,WA,2005,23,230659
1676,WHATCOM,53073,WA,2005,16,184078
1677,YAKIMA,53077,WA,2005,11,240178
1678,BERKELE,54003,WV,2005,10,96232
1679,CABELL,54011,WV,2005,11,99202
1680,KANAWHA,54039,WV,2005,20,202365
1681,RALEIGH,54081,WV,2005,10,83317
1682,DANE,55025,WI,2005,26,455709
1683,KENOSHA,55059,WI,2005,22,165027
1684,MILWAUKEE,55079,WI,2005,147,953693
1685,MILWAUKEE,55079,WI,2005,17,953693
1686,MILWAUKEE,55079,WI,2005,12,953693
1687,RACINE,55101,WI,2005,10,193901
1688,ROCK,55105,WI,2005,18,157721
1689,WAUKESHA,55133,WI,2005,23,381300
1690,BALDWI,1003,AL,2006,11,164651
1691,CHIL,1021,AL,2006,13,43267
1692,JEFFERS,1073,AL,2006,55,657171
1693,MOBILE,1097,AL,2006,23,412961
1694,MOBILE,1097,AL,2006,10,412961
1695,MONTGOMER,1101,AL,2006,12,231258
1696,MORGA,1103,AL,2006,12,120526
1697,SHELB,1117,AL,2006,17,185953
1698,TUSCALOOSA,1125,AL,2006,22,188128
1699,ANCHORAGE BOROUGH,2020,AK,2006,24,299045
1700,MATANUSKA-SUSITNA BOROUGH,2170,AK,2006,13,79813
1701,COCHISE,4003,AZ,2006,13,136684
1702,MARICOPA,4013,AZ,2006,400,3506403
1703,MARICOPA,4013,AZ,2006,84,3506403
1704,MARICOPA,4013,AZ,2006,54,3506403
1705,MOHAVE,4015,AZ,2006,15,197010
1706,NAVAJ,4017,AZ,2006,10,105635
1707,PIMA,4019,AZ,2006,157,952180
1708,PIMA,4019,AZ,2006,23,952180
1709,PIMA,4019,AZ,2006,10,952180
1710,PINAL,4021,AZ,2006,17,333499
1711,YAVAPAI,4025,AZ,2006,17,196832
1712,YUMA,4027,AZ,2006,10,192485
1713,BE,5007,AR,2006,10,197070
1714,CRAIGHEAD,5031,AR,2006,10,91120
1715,PULASKI,5119,AR,2006,14,381807
1716,PULASKI,5119,AR,2006,18,381807
1717,SALINE,5125,AR,2006,10,101194
1718,WASHING,5143,AR,2006,10,187227
1719,ALAMEDA,6001,CA,2006,141,1433929
1720,ALAMEDA,6001,CA,2006,22,1433929
1721,BUTTE,6007,CA,2006,46,212538
1722,BUTTE,6007,CA,2006,16,212538
1723,CONTRA COSTA,6013,CA,2006,58,1002375
1724,CONTRA COSTA,6013,CA,2006,16,1002375
1725,EL DORAD,6017,CA,2006,25,174057
1726,FRES,6019,CA,2006,87,898952
1727,HUMBOLD,6023,CA,2006,36,133516
1728,IMPERIAL,6025,CA,2006,16,170933
1729,KER,6029,CA,2006,108,813433
1730,LAKE,6033,CA,2006,15,64350
1731,LOS ANGELES,6037,CA,2006,563,9704452
1732,LOS ANGELES,6037,CA,2006,98,9704452
1733,LOS ANGELES,6037,CA,2006,26,9704452
1734,MADERA,6039,CA,2006,11,147203
1735,MARI,6041,CA,2006,10,251343
1736,MARI,6041,CA,2006,14,251343
1737,MENDOCI,6045,CA,2006,13,87328
1738,MONTERE,6053,CA,2006,41,408963
1739,NEVADA,6057,CA,2006,10,97652
1740,ORANGE,6059,CA,2006,180,2947451
1741,ORANGE,6059,CA,2006,59,2947451
1742,PLACER,6061,CA,2006,36,329486
1743,RIVERSIDE,6065,CA,2006,147,2076317
1744,RIVERSIDE,6065,CA,2006,27,2076317
1745,SACRAME,6067,CA,2006,163,1354732
1746,SACRAME,6067,CA,2006,40,1354732
1747,SACRAME,6067,CA,2006,23,1354732
1748,SAN BERNARDI,6071,CA,2006,41,1977099
1749,SAN BERNARDI,6071,CA,2006,43,1977099
1750,SAN BERNARDI,6071,CA,2006,13,1977099
1751,SAN DIEG,6073,CA,2006,245,2988922
1752,SAN DIEG,6073,CA,2006,58,2988922
1753,SAN FRANCIS,6075,CA,2006,127,767187
1754,SAN FRANCIS,6075,CA,2006,22,767187
1755,SAN JOAQUI,6077,CA,2006,72,650652
1756,SAN LUIS OBISP,6079,CA,2006,23,262608
1757,SAN MATE,6081,CA,2006,42,699207
1758,SANTA BARBARA,6083,CA,2006,27,412080
1759,SANTA CLARA,6085,CA,2006,73,1719139
1760,SANTA CLARA,6085,CA,2006,17,1719139
1761,SANTA CRUZ,6087,CA,2006,30,257396
1762,SHASTA,6089,CA,2006,33,176059
1763,SOLA,6095,CA,2006,28,394588
1764,SONOMA,6097,CA,2006,37,477020
1765,STANISLAUS,6099,CA,2006,77,494497
1766,TULARE,6107,CA,2006,47,432959
1767,TUOLUMNE,6109,CA,2006,13,55069
1768,VENTURA,6111,CA,2006,70,813757
1769,VENTURA,6111,CA,2006,22,813757
1770,ADAMS,8001,CO,2006,52,409117
1771,ADAMS,8001,CO,2006,10,409117
1772,ARAPAHOE,8005,CO,2006,56,538159
1773,ARAPAHOE,8005,CO,2006,10,538159
1774,BOULDER,8013,CO,2006,29,281924
1775,BOULDER,8013,CO,2006,11,281924
1776,DENVER,8031,CO,2006,107,548749
1777,DENVER,8031,CO,2006,13,548749
1778,DENVER,8031,CO,2006,24,548749
1779,DOUGLAS,8035,CO,2006,19,257209
1780,EL PAS,8041,CO,2006,46,581558
1781,EL PAS,8041,CO,2006,12,581558
1782,EL PAS,8041,CO,2006,10,581558
1783,JEFFERS,8059,CO,2006,22,512533
1784,LARIMER,8069,CO,2006,23,272881
1785,LARIMER,8069,CO,2006,12,272881
1786,PUEBL,8101,CO,2006,12,154669
1787,PUEBL,8101,CO,2006,13,154669
1788,FAIRFIELD,9001,CT,2006,85,915645
1789,FAIRFIELD,9001,CT,2006,12,915645
1790,HARTFORD,9003,CT,2006,89,899683
1791,HARTFORD,9003,CT,2006,13,899683
1792,LITCHFIELD,9005,CT,2006,17,194587
1793,NEW HAVE,9009,CT,2006,103,868856
1794,NEW LOND,9011,CT,2006,27,278759
1795,WINDHAM,9015,CT,2006,12,119435
1796,KE,10001,DE,2006,11,155608
1797,NEW CASTLE,10003,DE,2006,41,529632
1798,DISTRICT OF COLUMBIA,11001,DC,2006,85,559645
1799,BA,12005,FL,2006,21,159115
1800,BREVARD,12009,FL,2006,81,507319
1801,BREVARD,12009,FL,2006,16,507319
1802,BREVARD,12009,FL,2006,10,507319
1803,BROWARD,12011,FL,2006,215,1662127
1804,BROWARD,12011,FL,2006,33,1662127
1805,BROWARD,12011,FL,2006,10,1662127
1806,CITRUS,12017,FL,2006,23,134512
1807,CLA,12019,FL,2006,15,175496
1808,COLLIER,12021,FL,2006,43,290234
1809,DUVAL,12031,FL,2006,124,816044
1810,DUVAL,12031,FL,2006,22,816044
1811,ESCAMBIA,12033,FL,2006,45,289815
1812,HERNAND,12053,FL,2006,25,160081
1813,HILLSBOROUGH,12057,FL,2006,158,1132614
1814,HILLSBOROUGH,12057,FL,2006,27,1132614
1815,INDIAN RIVER,12061,FL,2006,23,126170
1816,LAKE,12069,FL,2006,16,261008
1817,LEE,12071,FL,2006,82,542167
1818,LEE,12071,FL,2006,16,542167
1819,MANATEE,12081,FL,2006,43,280037
1820,MANATEE,12081,FL,2006,11,280037
1821,MARI,12083,FL,2006,55,313099
1822,MARTI,12085,FL,2006,17,138295
1823,MIAMI-DADE,12086,FL,2006,125,2409845
1824,MIAMI-DADE,12086,FL,2006,17,2409845
1825,MONROE,12087,FL,2006,15,72676
1826,OKALOOSA,12091,FL,2006,27,168552
1827,ORANGE,12095,FL,2006,88,1023979
1828,ORANGE,12095,FL,2006,20,1023979
1829,OSCEOLA,12097,FL,2006,13,216209
1830,PALM BEACH,12099,FL,2006,162,1230528
1831,PALM BEACH,12099,FL,2006,28,1230528
1832,PALM BEACH,12099,FL,2006,21,1230528
1833,PAS,12101,FL,2006,81,415639
1834,PAS,12101,FL,2006,20,415639
1835,PINELLAS,12103,FL,2006,179,876866
1836,PINELLAS,12103,FL,2006,34,876866
1837,POLK,12105,FL,2006,56,540549
1838,POLK,12105,FL,2006,11,540549
1839,ST. LUCIE,12111,FL,2006,28,251242
1840,SANTA ROSA,12113,FL,2006,28,139039
1841,SARASOTA,12115,FL,2006,76,350928
1842,SEMINOLE,12117,FL,2006,37,396782
1843,SEMINOLE,12117,FL,2006,10,396782
1844,VOLUSIA,12127,FL,2006,59,457181
1845,VOLUSIA,12127,FL,2006,21,457181
1846,WAL,12131,FL,2006,16,45426
1847,BARROW,13013,GA,2006,10,62064
1848,CARROLL,13045,GA,2006,14,105694
1849,CATOOSA,13047,GA,2006,10,62666
1850,CHATHAM,13051,GA,2006,18,256717
1851,CHEROKEE,13057,GA,2006,12,191938
1852,CLA,13063,GA,2006,18,241695
1853,COBB,13067,GA,2006,49,653229
1854,DEKALB,13089,GA,2006,29,658284
1855,DOUGLAS,13097,GA,2006,14,124498
1856,FLOYD,13115,GA,2006,15,94950
1857,FUL,13121,GA,2006,75,873648
1858,GL,13127,GA,2006,13,76470
1859,GWINNE,13135,GA,2006,32,745278
1860,GWINNE,13135,GA,2006,11,745278
1861,HALL,13139,GA,2006,12,167543
1862,HENR,13151,GA,2006,17,190000
1863,PAULDING,13223,GA,2006,18,129573
1864,RICHMOND,13245,GA,2006,23,200396
1865,ROCKDALE,13247,GA,2006,10,81752
1866,WHITFIELD,13313,GA,2006,12,101756
1867,HONOLUL,15003,HI,2006,48,955751
1868,HONOLUL,15003,HI,2006,10,955751
1869,ADA,16001,ID,2006,32,352806
1870,KOOTENAI,16055,ID,2006,12,125815
1871,COOK,17031,IL,2006,705,5246228
1872,COOK,17031,IL,2006,43,5246228
1873,DUPAGE,17043,IL,2006,59,920304
1874,DUPAGE,17043,IL,2006,11,920304
1875,KANE,17089,IL,2006,20,507039
1876,LAKE,17097,IL,2006,52,703930
1877,LASALLE,17099,IL,2006,18,116416
1878,MCHENR,17111,IL,2006,18,308679
1879,MADIS,17119,IL,2006,30,271538
1880,PEORIA,17143,IL,2006,14,191226
1881,ST. CLAIR,17163,IL,2006,17,275629
1882,WILL,17197,IL,2006,45,672285
1883,WINNEBAG,17201,IL,2006,38,300735
1884,ALLE,18003,IN,2006,19,346871
1885,CLARK,18019,IN,2006,10,106925
1886,DELAWARE,18035,IN,2006,18,119408
1887,FLOYD,18043,IN,2006,10,73223
1888,HAMIL,18057,IN,2006,12,250007
1889,HENR,18065,IN,2006,13,50076
1890,HOWARD,18067,IN,2006,11,83150
1891,HOWARD,18067,IN,2006,10,83150
1892,JOHNS,18081,IN,2006,10,131612
1893,LAKE,18089,IN,2006,17,502655
1894,LAKE,18089,IN,2006,11,502655
1895,LA PORTE,18091,IN,2006,10,112595
1896,MADIS,18095,IN,2006,37,132098
1897,MARI,18097,IN,2006,22,882271
1898,MARI,18097,IN,2006,13,882271
1899,MARI,18097,IN,2006,79,882271
1900,PORTER,18127,IN,2006,17,162404
1901,ST. JOSEPH,18141,IN,2006,14,263740
1902,VANDERBURGH,18163,IN,2006,20,180212
1903,VIG,18167,IN,2006,10,108752
1904,WABASH,18169,IN,2006,10,33611
1905,LI,19113,IA,2006,11,204830
1906,POLK,19153,IA,2006,21,403832
1907,S,19163,IA,2006,11,162241
1908,JOHNS,20091,KS,2006,23,520563
1909,SEDGWICK,20173,KS,2006,60,492219
1910,SHAWNEE,20177,KS,2006,13,179369
1911,BELL,21013,KY,2006,10,29953
1912,BOONE,21015,KY,2006,18,113860
1913,CAMPBELL,21037,KY,2006,25,89300
1914,CLARK,21049,KY,2006,11,35133
1915,DAVIESS,21059,KY,2006,12,94441
1916,FAYETTE,21067,KY,2006,28,285047
1917,FLOYD,21071,KY,2006,18,42276
1918,HENDERS,21101,KY,2006,10,46763
1919,JEFFERS,21111,KY,2006,82,729739
1920,KE,21117,KY,2006,27,156686
1921,K,21119,KY,2006,11,17126
1922,LAUREL,21125,KY,2006,10,58393
1923,MCCRACKE,21145,KY,2006,13,65823
1924,MADIS,21151,KY,2006,10,78831
1925,PERR,21193,KY,2006,11,30232
1926,PIKE,21195,KY,2006,14,69684
1927,PULASKI,21199,KY,2006,10,62614
1928,WHITLE,21235,KY,2006,11,35456
1929,ACADIA PARISH,22001,LA,2006,19,61619
1930,BOSSIER PARISH,22015,LA,2006,10,115152
1931,CADDO PARISH,22017,LA,2006,28,265717
1932,CALCASIEU PARISH,22019,LA,2006,11,186748
1933,CALCASIEU PARISH,22019,LA,2006,43,186748
1934,EAST BATON ROUGE PARISH,22033,LA,2006,34,440914
1935,JEFFERSON PARISH,22051,LA,2006,115,432066
1936,LAFAYETTE PARISH,22055,LA,2006,35,211498
1937,LIVINGSTON PARISH,22063,LA,2006,25,123430
1938,ORLEANS PARISH,22071,LA,2006,32,335529
1939,OUACHITA PARISH,22073,LA,2006,16,154305
